file,true_label,risk_score,risk_level,ml_source,predicted_fake
C:\Users\Dell\Desktop\my_dataset\fake\fake_0112.wav,fake,76.1,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0113.wav,fake,76.8,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0114.wav,fake,75.0,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0115.wav,fake,75.0,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0116.wav,fake,76.2,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0117.wav,fake,75.6,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0118.wav,fake,76.5,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0119.wav,fake,75.1,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0120.wav,fake,75.7,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0121.wav,fake,75.0,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0122.wav,fake,75.1,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0123.wav,fake,74.9,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0124.wav,fake,76.2,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0125.wav,fake,76.2,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0126.wav,fake,76.3,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0127.wav,fake,76.4,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0128.wav,fake,75.7,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0129.wav,fake,75.9,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0130.wav,fake,75.4,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0131.wav,fake,76.1,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0132.wav,fake,75.3,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0133.wav,fake,75.9,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0134.wav,fake,76.2,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0135.wav,fake,75.8,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0136.wav,fake,75.6,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0137.wav,fake,75.2,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0138.wav,fake,75.5,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0139.wav,fake,77.0,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0140.wav,fake,75.0,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0141.wav,fake,75.0,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0142.wav,fake,75.0,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0143.wav,fake,75.0,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0144.wav,fake,75.3,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0145.wav,fake,75.0,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0146.wav,fake,75.6,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0147.wav,fake,75.1,HIGH,dhwani,True
C:\Users\Dell\Desktop\my_dataset\fake\fake_0148.wav,fake,42.8,MEDIUM,dhwani,False
C:\Users\Dell\Desktop\my_dataset\fake\fake_0149.wav,fake,77.2,HIGH,dhwani,True
